Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,Month,Year,Month,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,Total attendance,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Total Attendance over 4hrs,Patients who have waited 4-12 hs from DTA to admission
30,2773,0,0,512,1/1/2024,2024,Jan,8317,0,0,8317,3712,0,0,3712,935
541,6126,0,0,954,1/1/2024,2024,Jan,12977,0,6308,19285,4520,0,418,4938,644
957,2719,0,52,2535,1/1/2024,2024,Jan,10020,0,2036,12056,5946,0,270,6216,393
0,0,0,0,0,1/1/2024,2024,Jan,0,0,3309,3309,0,0,0,0,0
126,2103,0,0,1210,1/1/2024,2024,Jan,6015,0,2746,8761,3048,0,10,3058,422
1342,4349,0,0,1239,1/1/2024,2024,Jan,9783,0,9568,19351,6616,0,1535,8151,768
136,1356,0,0,287,1/1/2024,2024,Jan,12263,0,0,12263,3614,0,0,3614,378
18,3334,12,0,1590,1/1/2024,2024,Jan,11485,1233,0,12718,4182,139,0,4321,704
2453,10470,0,0,7741,1/1/2024,2024,Jan,33224,0,1386,34610,16268,0,12,16280,2408
327,5454,7,0,1694,1/1/2024,2024,Jan,15559,2243,0,17802,6216,77,0,6293,1308
100,3063,69,94,1716,1/1/2024,2024,Jan,11496,1825,7436,20757,5822,131,319,6272,333
460,3924,1,0,2438,1/1/2024,2024,Jan,13579,0,3563,17142,6538,0,0,6538,1341
866,4315,0,7,2351,1/1/2024,2024,Jan,20504,0,9829,30333,9186,0,55,9241,1079
1625,5709,1,0,3650,1/1/2024,2024,Jan,20840,1771,0,22611,9699,80,0,9779,1319
509,3098,0,45,970,1/1/2024,2024,Jan,8096,0,3916,12012,3252,0,185,3437,671
1209,6153,0,0,3118,1/1/2024,2024,Jan,12986,479,7829,21294,7429,0,226,7655,800
746,2629,0,0,1177,1/1/2024,2024,Jan,8690,117,4174,12981,5586,0,379,5965,666
1386,7691,32,44,1415,1/1/2024,2024,Jan,21793,1494,4920,28207,9623,7,529,10159,1730
0,0,0,0,0,1/1/2024,2024,Jan,0,0,8087,8087,0,0,152,152,0
139,3664,0,0,799,1/1/2024,2024,Jan,8394,0,4015,12409,3411,0,184,3595,1278
904,1841,0,0,248,1/1/2024,2024,Jan,7182,0,3203,10385,3754,0,182,3936,623
63,3474,0,0,570,1/1/2024,2024,Jan,7892,0,8441,16333,4632,0,426,5058,1761
740,1937,0,0,689,1/1/2024,2024,Jan,7108,0,684,7792,3143,0,0,3143,342
0,0,0,0,0,1/1/2024,2024,Jan,0,0,4424,4424,0,0,0,0,0
440,1013,0,0,49,1/1/2024,2024,Jan,8704,0,0,8704,3202,0,0,3202,211
0,0,0,0,0,1/1/2024,2024,Jan,0,0,2182,2182,0,0,22,22,0
0,0,0,0,0,1/1/2024,2024,Jan,0,0,4400,4400,0,0,228,228,0
915,2085,0,0,1736,1/1/2024,2024,Jan,7892,0,2922,10814,4209,0,50,4259,405
0,0,0,0,0,1/1/2024,2024,Jan,0,0,2604,2604,0,0,95,95,0
316,3643,0,0,1639,1/1/2024,2024,Jan,12354,0,5173,17527,6908,0,13,6921,1136
0,0,0,0,0,1/1/2024,2024,Jan,0,0,369,369,0,0,0,0,0
512,2030,0,0,804,1/1/2024,2024,Jan,7464,0,5248,12712,4322,0,84,4406,1156
299,1936,0,0,603,1/1/2024,2024,Jan,5485,0,0,5485,2633,0,0,2633,371
1100,4617,0,0,1667,1/1/2024,2024,Jan,10691,355,8078,19124,6240,0,285,6525,974
112,1530,0,0,609,7/1/2024,2024,Jul,6135,306,0,6441,2461,0,0,2461,465
0,881,0,0,299,7/1/2024,2024,Jul,5165,0,0,5165,626,0,0,626,0
182,2938,0,0,543,7/1/2024,2024,Jul,10039,0,0,10039,3151,0,0,3151,619
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2247,2247,0,0,17,17,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,3649,3649,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2893,2893,0,0,25,25,0
633,7649,0,0,449,7/1/2024,2024,Jul,12880,2370,13516,28766,5125,365,159,5649,717
0,3029,0,0,525,7/1/2024,2024,Jul,9089,0,0,9089,2632,0,0,2632,225
861,4757,0,0,1016,7/1/2024,2024,Jul,25172,1078,17776,44026,11241,14,1954,13209,1246
0,0,0,0,0,7/1/2024,2024,Jul,0,0,3777,3777,0,0,36,36,0
4,4768,0,0,2017,7/1/2024,2024,Jul,16511,0,7919,24430,6091,0,0,6091,82
0,0,0,45,0,7/1/2024,2024,Jul,0,0,1626,1626,0,0,20,20,0
0,1005,0,0,165,7/1/2024,2024,Jul,4997,0,0,4997,647,0,0,647,0
768,2578,0,0,1400,7/1/2024,2024,Jul,9152,0,10024,19176,4204,0,72,4276,582
542,2242,0,123,738,7/1/2024,2024,Jul,7835,0,3680,11515,3674,0,182,3856,629
97,2450,0,64,1439,7/1/2024,2024,Jul,9302,1030,3464,13796,2186,0,0,2186,602
0,0,0,0,0,7/1/2024,2024,Jul,0,0,3662,3662,0,0,475,475,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,3217,3217,0,0,45,45,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1767,1767,0,0,54,54,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2092,2092,0,0,0,0,0
229,4074,867,0,1844,7/1/2024,2024,Jul,10262,1255,3659,15176,3936,0,221,4157,329
3,3108,0,0,342,7/1/2024,2024,Jul,15931,0,0,15931,4726,0,0,4726,1042
534,2791,0,34,426,7/1/2024,2024,Jul,10480,0,6358,16838,5065,0,63,5128,568
0,0,0,0,0,7/1/2024,2024,Jul,0,0,11886,11886,0,0,204,204,0
42,2814,0,0,370,7/1/2024,2024,Jul,19890,0,6153,26043,5427,0,149,5576,581
112,2841,0,309,632,7/1/2024,2024,Jul,7428,0,1528,8956,3018,0,130,3148,823
0,0,0,11,67,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
711,1651,0,0,1336,7/1/2024,2024,Jul,5295,0,1998,7293,2908,0,145,3053,296
50,4322,0,0,777,7/1/2024,2024,Jul,12782,0,4462,17244,5594,0,0,5594,2052
0,0,0,6,74,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
445,1432,0,0,142,7/1/2024,2024,Jul,13230,0,4892,18122,4698,0,0,4698,567
149,2933,0,0,441,7/1/2024,2024,Jul,11348,0,3690,15038,3745,0,34,3779,816
0,0,0,0,0,7/1/2024,2024,Jul,0,0,6229,6229,0,0,111,111,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1916,1916,0,0,0,0,0
236,3839,0,392,1063,7/1/2024,2024,Jul,13840,0,4123,17963,5411,0,10,5421,1036
38,1867,0,0,524,7/1/2024,2024,Jul,4605,0,0,4605,2025,0,0,2025,222
0,0,0,0,0,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
10,3255,0,102,301,7/1/2024,2024,Jul,9438,0,7188,16626,4975,0,57,5032,165
0,0,0,0,0,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
253,929,0,0,174,7/1/2024,2024,Jul,4422,0,0,4422,2172,0,0,2172,230
1085,3097,0,605,497,7/1/2024,2024,Jul,13166,0,12860,26026,5962,0,207,6169,600
907,4178,0,88,1685,7/1/2024,2024,Jul,13481,0,11022,24503,4249,0,434,4683,627
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2809,2809,0,0,263,263,0
259,6243,0,387,1111,7/1/2024,2024,Jul,15305,0,11976,27281,7198,0,168,7366,1124
14,3524,0,0,574,7/1/2024,2024,Jul,10715,0,2643,13358,3027,0,19,3046,274
640,1929,4,0,146,7/1/2024,2024,Jul,11361,338,1519,13218,3150,0,89,3239,340
0,0,0,0,0,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2379,2379,0,0,0,0,0
131,6076,0,0,314,7/1/2024,2024,Jul,23320,1081,11275,35676,9551,2,169,9722,2267
3,1763,0,0,50,7/1/2024,2024,Jul,6017,0,3687,9704,2788,0,36,2824,988
133,973,0,0,16,7/1/2024,2024,Jul,6856,0,1837,8693,2191,0,17,2208,522
0,0,0,0,32,7/1/2024,2024,Jul,0,0,7578,7578,0,0,15,15,0
456,2805,0,0,2041,7/1/2024,2024,Jul,12612,0,0,12612,4685,0,0,4685,445
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1618,1618,0,0,7,7,0
0,2454,0,0,1395,7/1/2024,2024,Jul,5525,0,5782,11307,2309,0,280,2589,630
66,2370,0,0,261,7/1/2024,2024,Jul,10650,809,6828,18287,4436,0,338,4774,96
17,4311,14,29,1220,7/1/2024,2024,Jul,12578,149,625,13352,4915,0,0,4915,460
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2921,2921,0,0,24,24,0
39,1130,0,0,312,7/1/2024,2024,Jul,5111,0,1025,6136,1591,0,0,1591,377
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1166,1166,0,0,93,93,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2464,2464,0,0,135,135,0
24,1848,0,0,344,7/1/2024,2024,Jul,11481,0,0,11481,1508,0,0,1508,163
214,3747,0,0,2026,7/1/2024,2024,Jul,9464,0,4425,13889,4752,0,447,5199,963
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1182,1182,0,0,32,32,0
130,4198,0,0,1135,7/1/2024,2024,Jul,11938,3868,7689,23495,4784,33,464,5281,580
63,1083,0,0,280,7/1/2024,2024,Jul,4595,0,1502,6097,2063,0,0,2063,246
306,1623,0,0,423,7/1/2024,2024,Jul,7844,0,1338,9182,3059,0,0,3059,603
0,0,0,0,0,7/1/2024,2024,Jul,0,0,10438,10438,0,0,80,80,0
0,2109,0,0,210,7/1/2024,2024,Jul,9884,0,8727,18611,3377,0,56,3433,1428
631,2616,0,0,430,7/1/2024,2024,Jul,15940,0,8713,24653,6695,0,476,7171,1487
223,2067,0,160,765,7/1/2024,2024,Jul,7078,0,8165,15243,3086,0,265,3351,251
219,3168,0,109,1257,7/1/2024,2024,Jul,12244,0,3617,15861,4395,0,180,4575,1058
0,0,0,0,0,7/1/2024,2024,Jul,0,0,380,380,0,0,0,0,0
324,3595,0,0,1242,7/1/2024,2024,Jul,17341,765,11634,29740,6911,0,109,7020,1527
522,4045,0,0,1456,7/1/2024,2024,Jul,14381,0,10887,25268,6683,0,1293,7976,1024
0,0,0,0,0,7/1/2024,2024,Jul,0,0,8966,8966,0,0,334,334,0
0,0,0,0,154,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
754,5231,0,0,2853,7/1/2024,2024,Jul,15532,1877,7848,25257,6837,36,133,7006,1782
0,0,118,0,19,7/1/2024,2024,Jul,0,1393,0,1393,0,126,0,126,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,180,180,0,0,1,1,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1936,1936,0,0,0,0,0
315,6909,0,0,420,7/1/2024,2024,Jul,13350,0,15205,28555,5877,0,110,5987,589
0,0,0,0,0,7/1/2024,2024,Jul,0,0,5477,5477,0,0,6,6,0
35,5094,0,0,916,7/1/2024,2024,Jul,18284,0,2293,20577,3577,0,36,3613,1088
483,5654,159,160,450,7/1/2024,2024,Jul,24235,3165,12026,39426,10209,95,603,10907,3786
0,0,0,0,0,7/1/2024,2024,Jul,0,0,87,87,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,286,286,0,0,0,0,0
661,1808,0,0,589,7/1/2024,2024,Jul,9054,0,6977,16031,2902,0,753,3655,405
0,0,0,0,0,7/1/2024,2024,Jul,0,0,61,61,0,0,0,0,0
385,7272,0,0,623,7/1/2024,2024,Jul,17086,0,7411,24497,6076,0,213,6289,660
0,0,0,0,34,7/1/2024,2024,Jul,0,0,13110,13110,0,0,160,160,0
36,8977,0,244,1305,7/1/2024,2024,Jul,30718,0,5851,36569,9770,0,237,10007,3026
552,2197,0,0,1070,7/1/2024,2024,Jul,7259,0,2939,10198,3727,0,21,3748,615
344,3522,0,167,995,7/1/2024,2024,Jul,16592,159,6215,22966,6711,0,507,7218,2357
0,2068,0,0,428,7/1/2024,2024,Jul,8444,0,5142,13586,3225,0,112,3337,371
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1602,1602,0,0,0,0,0
0,0,6,0,218,7/1/2024,2024,Jul,0,6081,0,6081,0,171,0,171,0
118,2599,0,0,1603,7/1/2024,2024,Jul,12293,0,8747,21040,3569,0,7,3576,763
125,2479,0,0,2060,7/1/2024,2024,Jul,8986,0,0,8986,2757,0,0,2757,616
364,2531,0,0,830,7/1/2024,2024,Jul,9375,0,2102,11477,3960,0,44,4004,745
788,1613,0,0,148,7/1/2024,2024,Jul,7849,584,7323,15756,4280,7,720,5007,313
0,1710,0,534,2255,7/1/2024,2024,Jul,4789,0,11526,16315,2047,0,31,2078,106
709,3669,0,71,1540,7/1/2024,2024,Jul,14267,0,4913,19180,5004,0,211,5215,478
702,2075,0,0,1306,7/1/2024,2024,Jul,10662,594,2249,13505,3390,14,30,3434,539
791,6952,0,365,1790,7/1/2024,2024,Jul,25778,0,9312,35090,11400,0,388,11788,1749
953,4960,0,0,398,7/1/2024,2024,Jul,9141,0,6548,15689,4715,0,47,4762,667
0,3962,0,39,420,7/1/2024,2024,Jul,9996,0,12776,22772,2777,0,12,2789,52
0,0,0,0,0,7/1/2024,2024,Jul,0,0,5272,5272,0,0,161,161,0
329,4230,0,0,4085,7/1/2024,2024,Jul,15769,2095,340,18204,7080,87,5,7172,782
0,0,0,0,0,7/1/2024,2024,Jul,0,0,802,802,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,67,67,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,127,127,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,4206,4206,0,0,395,395,0
0,4416,154,14,4703,7/1/2024,2024,Jul,11911,1955,2104,15970,3391,0,1,3392,587
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1029,1029,0,0,18,18,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,3193,3193,0,0,0,0,0
36,3554,0,0,2488,7/1/2024,2024,Jul,10175,800,3179,14154,4790,8,31,4829,1544
0,0,0,0,0,7/1/2024,2024,Jul,0,0,5291,5291,0,0,307,307,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,5459,5459,0,0,54,54,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2802,2802,0,0,0,0,0
0,0,0,1,561,7/1/2024,2024,Jul,0,0,1576,1576,0,0,13,13,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2223,2223,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1238,1238,0,0,0,0,0
3,2437,0,0,864,7/1/2024,2024,Jul,12182,2527,0,14709,3875,27,0,3902,410
510,2287,0,48,1475,7/1/2024,2024,Jul,6708,0,13834,20542,3878,0,862,4740,579
15,4140,0,0,2228,7/1/2024,2024,Jul,12929,0,4287,17216,4862,0,19,4881,745
544,3961,0,0,533,7/1/2024,2024,Jul,18231,0,8482,26713,6919,0,157,7076,952
0,0,0,0,33,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
0,2470,0,0,1098,7/1/2024,2024,Jul,6586,0,1503,8089,1428,0,0,1428,155
5,2608,0,7,1654,7/1/2024,2024,Jul,8656,0,0,8656,3172,0,0,3172,583
6,1369,0,0,969,7/1/2024,2024,Jul,4932,382,1806,7120,1902,0,0,1902,356
818,2712,0,0,468,7/1/2024,2024,Jul,14968,1101,8150,24219,7037,139,178,7354,1529
1,851,0,0,75,7/1/2024,2024,Jul,4330,0,273,4603,267,0,0,267,4
16,3669,0,0,3146,7/1/2024,2024,Jul,9397,1226,7165,17788,4689,0,110,4799,1076
148,3769,0,0,277,7/1/2024,2024,Jul,11291,0,5697,16988,4559,0,224,4783,639
0,0,0,0,0,7/1/2024,2024,Jul,0,0,3623,3623,0,0,6,6,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,8873,8873,0,0,496,496,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1806,1806,0,0,5,5,0
0,0,0,0,2,7/1/2024,2024,Jul,0,0,505,505,0,0,0,0,0
8,3370,0,0,2047,7/1/2024,2024,Jul,13431,0,10214,23645,5448,0,170,5618,357
0,0,0,0,0,7/1/2024,2024,Jul,0,0,6329,6329,0,0,0,0,0
4,2576,0,170,2189,7/1/2024,2024,Jul,7444,0,9263,16707,3760,0,435,4195,226
3,4640,23,0,1156,7/1/2024,2024,Jul,11554,1366,6113,19033,4850,30,143,5023,439
3,2238,0,0,784,7/1/2024,2024,Jul,8408,0,419,8827,2251,0,0,2251,229
0,0,0,0,143,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1664,1664,0,0,112,112,0
0,0,0,0,129,7/1/2024,2024,Jul,0,0,3000,3000,0,0,32,32,0
663,2653,0,0,753,7/1/2024,2024,Jul,9127,0,3435,12562,2349,0,0,2349,541
0,0,0,0,0,7/1/2024,2024,Jul,0,0,1136,1136,0,0,0,0,0
260,2675,0,78,730,7/1/2024,2024,Jul,8420,0,1103,9523,3579,0,40,3619,828
0,0,0,0,0,7/1/2024,2024,Jul,0,0,3274,3274,0,0,0,0,0
378,3189,0,0,939,7/1/2024,2024,Jul,10561,0,0,10561,2695,0,0,2695,578
0,0,0,0,0,7/1/2024,2024,Jul,0,0,12493,12493,0,0,152,152,0
126,1832,0,0,366,7/1/2024,2024,Jul,8799,0,2567,11366,4269,0,0,4269,836
0,0,0,0,0,7/1/2024,2024,Jul,0,0,656,656,0,0,0,0,0
0,0,0,0,804,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
90,3592,0,0,2169,7/1/2024,2024,Jul,9105,0,4423,13528,2739,0,120,2859,2094
17,2778,0,0,228,7/1/2024,2024,Jul,6079,0,6799,12878,3513,0,142,3655,325
37,3584,20,0,2934,7/1/2024,2024,Jul,12099,1737,4909,18745,4706,85,0,4791,465
0,0,0,0,0,7/1/2024,2024,Jul,0,0,970,970,0,0,0,0,0
121,2151,0,0,469,7/1/2024,2024,Jul,8469,0,1851,10320,4066,0,0,4066,451
73,2056,0,0,305,7/1/2024,2024,Jul,6907,0,1176,8083,2271,0,0,2271,241
0,0,0,0,17,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
0,3094,0,0,604,7/1/2024,2024,Jul,8700,0,0,8700,2791,0,0,2791,402
253,6010,0,0,931,7/1/2024,2024,Jul,13273,0,7598,20871,4093,0,47,4140,1163
560,3202,0,143,2103,7/1/2024,2024,Jul,10516,0,2339,12855,5674,0,153,5827,569
0,0,0,0,177,7/1/2024,2024,Jul,0,0,0,0,0,0,0,0,0
45,2181,0,0,1206,7/1/2024,2024,Jul,6774,0,3574,10348,3060,0,15,3075,320
993,4191,0,0,1289,7/1/2024,2024,Jul,10123,0,10310,20433,6944,0,1063,8007,1011
54,1442,0,0,265,7/1/2024,2024,Jul,13213,0,0,13213,3515,0,0,3515,349
7,3782,5,0,1569,7/1/2024,2024,Jul,11913,1320,0,13233,3503,98,0,3601,198
1665,11732,0,0,6270,7/1/2024,2024,Jul,34297,377,1666,36340,13679,0,67,13746,2891
146,5280,8,0,1468,7/1/2024,2024,Jul,15165,2339,0,17504,5206,133,0,5339,1140
15,1771,55,97,561,7/1/2024,2024,Jul,11762,841,6231,18834,5856,207,330,6393,102
127,4263,5,0,2403,7/1/2024,2024,Jul,13604,0,5037,18641,4948,0,0,4948,897
993,4145,0,1,2616,7/1/2024,2024,Jul,21344,0,10061,31405,9283,0,1,9284,888
895,6068,3,0,3438,7/1/2024,2024,Jul,21025,2004,0,23029,8652,104,0,8756,1656
351,3094,0,16,1019,7/1/2024,2024,Jul,9254,0,3424,12678,2796,0,95,2891,536
903,5207,0,0,3395,7/1/2024,2024,Jul,13507,508,8531,22546,6483,0,110,6593,974
561,2984,0,0,1272,7/1/2024,2024,Jul,9222,131,5305,14658,5130,0,233,5363,716
1284,7985,38,29,1551,7/1/2024,2024,Jul,22708,1526,5399,29633,9555,18,581,10154,1666
0,0,0,0,0,7/1/2024,2024,Jul,0,0,7648,7648,0,0,227,227,0
30,3998,0,0,704,7/1/2024,2024,Jul,9187,0,4065,13252,2499,0,179,2678,696
511,1785,0,0,177,7/1/2024,2024,Jul,6856,0,3106,9962,3351,0,86,3437,849
18,4106,0,0,667,7/1/2024,2024,Jul,8151,0,7940,16091,2532,0,257,2789,689
290,2111,0,0,606,7/1/2024,2024,Jul,7823,0,733,8556,2344,0,0,2344,440
0,0,0,0,0,7/1/2024,2024,Jul,0,0,4629,4629,0,0,0,0,0
341,1091,0,0,70,7/1/2024,2024,Jul,9387,0,0,9387,2604,0,0,2604,241
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2746,2746,0,0,60,60,0
0,0,0,0,0,7/1/2024,2024,Jul,0,0,4498,4498,0,0,83,83,0
648,2067,0,0,1824,7/1/2024,2024,Jul,7920,0,2631,10551,4540,0,4,4544,611
0,0,0,0,0,7/1/2024,2024,Jul,0,0,2614,2614,0,0,62,62,0
270,3409,0,0,1204,7/1/2024,2024,Jul,12966,0,6462,19428,6462,0,9,6471,780
0,0,0,0,0,7/1/2024,2024,Jul,0,0,366,366,0,0,0,0,0
186,2488,0,0,794,7/1/2024,2024,Jul,7301,0,5450,12751,3376,0,23,3399,1236
331,1952,0,0,744,7/1/2024,2024,Jul,6152,1252,0,7404,2363,0,0,2363,466
583,4493,0,0,1579,7/1/2024,2024,Jul,10808,399,7039,18246,6002,0,279,6281,806
178,1496,0,0,515,6/1/2024,2024,Jun,6052,225,0,6277,2440,0,0,2440,489
0,1002,0,0,307,6/1/2024,2024,Jun,5739,0,0,5739,942,0,0,942,0
142,2939,0,0,556,6/1/2024,2024,Jun,10146,0,0,10146,3211,0,0,3211,582
0,0,0,0,0,6/1/2024,2024,Jun,0,0,2397,2397,0,0,42,42,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,3791,3791,0,0,0,0,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,2918,2918,0,0,28,28,0
484,7671,0,0,369,6/1/2024,2024,Jun,13032,2325,13414,28771,5452,321,162,5935,708
0,2880,0,0,484,6/1/2024,2024,Jun,8780,0,0,8780,2458,0,0,2458,357
823,4761,0,0,1302,6/1/2024,2024,Jun,23982,958,17725,42665,11574,15,1479,13068,1134
0,0,0,0,0,6/1/2024,2024,Jun,0,0,3751,3751,0,0,28,28,0
6,4767,0,0,2021,6/1/2024,2024,Jun,16576,0,8001,24577,6129,0,0,6129,80
0,0,0,35,0,6/1/2024,2024,Jun,0,0,1629,1629,0,0,19,19,0
0,1027,0,0,204,6/1/2024,2024,Jun,5243,0,0,5243,1046,0,0,1046,0
656,2452,0,0,1287,6/1/2024,2024,Jun,8724,0,10098,18822,3972,0,56,4028,452
607,2120,0,47,712,6/1/2024,2024,Jun,7628,0,3462,11090,3952,0,295,4247,497
43,2539,0,57,1499,6/1/2024,2024,Jun,9289,947,3306,13542,2260,0,0,2260,587
0,0,0,0,0,6/1/2024,2024,Jun,0,0,3630,3630,0,0,596,596,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,3173,3173,0,0,19,19,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,1745,1745,0,0,0,0,0
231,3859,833,0,1659,6/1/2024,2024,Jun,10035,1168,3671,14874,3629,0,165,3794,303
1,2879,0,0,283,6/1/2024,2024,Jun,15680,0,0,15680,5159,0,0,5159,1085
648,2535,0,31,432,6/1/2024,2024,Jun,10072,0,6096,16168,4963,0,83,5046,449
0,0,0,0,0,6/1/2024,2024,Jun,0,0,11180,11180,0,0,261,261,0
63,2657,0,0,342,6/1/2024,2024,Jun,19566,0,6243,25809,5077,0,116,5193,827
57,2670,0,291,555,6/1/2024,2024,Jun,7027,0,1501,8528,2637,0,145,2782,618
0,0,0,10,61,6/1/2024,2024,Jun,0,0,0,0,0,0,0,0,0
597,1470,0,0,1202,6/1/2024,2024,Jun,5098,0,1971,7069,2763,0,180,2943,300
26,4262,0,0,742,6/1/2024,2024,Jun,12780,0,4447,17227,5547,0,0,5547,1936
0,0,0,7,71,6/1/2024,2024,Jun,0,0,0,0,0,0,0,0,0
649,1335,0,0,116,6/1/2024,2024,Jun,13337,0,4958,18295,4748,0,0,4748,404
104,2921,0,0,464,6/1/2024,2024,Jun,11218,0,3758,14976,3886,0,34,3920,748
0,0,0,0,0,6/1/2024,2024,Jun,0,0,5816,5816,0,0,118,118,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,2109,2109,0,0,1,1,0
108,4062,0,477,1103,6/1/2024,2024,Jun,13676,0,3799,17475,4626,0,23,4649,852
71,1727,0,0,549,6/1/2024,2024,Jun,4311,0,0,4311,1826,0,0,1826,234
0,0,0,0,3,6/1/2024,2024,Jun,0,0,0,0,0,0,0,0,0
23,3469,0,79,267,6/1/2024,2024,Jun,9180,0,7282,16462,4559,0,267,4826,141
0,0,0,0,0,6/1/2024,2024,Jun,0,0,0,0,0,0,0,0,0
269,884,0,0,186,6/1/2024,2024,Jun,4360,0,0,4360,2089,0,0,2089,218
1189,3324,0,599,826,6/1/2024,2024,Jun,12539,0,12576,25115,6018,0,221,6239,537
1077,4077,0,79,1639,6/1/2024,2024,Jun,12826,0,10971,23797,4246,0,444,4690,521
0,0,0,0,0,6/1/2024,2024,Jun,0,0,2879,2879,0,0,450,450,0
333,6198,0,362,940,6/1/2024,2024,Jun,14872,0,12095,26967,7055,0,165,7220,1204
11,3475,0,0,595,6/1/2024,2024,Jun,10391,0,2483,12874,2950,0,14,2964,286
668,1848,1,0,134,6/1/2024,2024,Jun,11286,305,1565,13156,2902,0,51,2953,241
0,0,0,0,0,6/1/2024,2024,Jun,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,2514,2514,0,0,0,0,0
376,5823,0,0,314,6/1/2024,2024,Jun,22963,941,11866,35770,9744,0,156,9900,2059
0,1611,0,0,46,6/1/2024,2024,Jun,5684,0,3834,9518,2224,0,47,2271,752
51,1078,0,0,37,6/1/2024,2024,Jun,7038,0,1835,8873,2089,0,33,2122,607
0,0,0,0,25,6/1/2024,2024,Jun,0,0,7479,7479,0,0,47,47,0
676,2500,0,0,1880,6/1/2024,2024,Jun,12603,0,0,12603,5233,0,0,5233,276
0,0,0,0,0,6/1/2024,2024,Jun,0,0,1560,1560,0,0,32,32,0
84,2308,0,0,1460,6/1/2024,2024,Jun,5418,0,5537,10955,2480,0,301,2781,501
72,2114,0,0,194,6/1/2024,2024,Jun,10382,739,6688,17809,4003,0,264,4267,96
7,4200,8,1,1069,6/1/2024,2024,Jun,12260,124,530,12914,4225,0,0,4225,529
0,0,0,0,0,6/1/2024,2024,Jun,0,0,2927,2927,0,0,44,44,0
31,1181,0,0,280,6/1/2024,2024,Jun,5113,0,973,6086,1665,0,0,1665,313
0,0,0,0,0,6/1/2024,2024,Jun,0,0,1038,1038,0,0,24,24,0
0,0,0,0,0,6/1/2024,2024,Jun,0,0,2222,2222,0,0,195,195,0
20,1734,0,0,315,6/1/2024,2024,Jun,11192,0,0,11192,2007,0,0,2007,151
463,3445,0,0,1762,6/1/2024,2024,Jun,9116,0,4454,13570,4836,0,450,5286,862
